datum,partei,rolling_average,sz_err,ci_higher,ci_lower
2017-01-23,AfD,0.1241035002778,0.0150239939677752,0.139127494245575,0.109079506310025
2017-01-25,CDU/CSU,0.356960558685819,0.0217994603602889,0.378760019046107,0.33516109832553
2017-01-25,SPD,0.209165145623363,0.0185053781445917,0.227670523767955,0.190659767478772
2017-01-25,Grüne,0.0941619712721213,0.0133129037377986,0.10747487500992,0.0808490675343227
2017-01-25,FDP,0.0637584318704865,0.0111182334735338,0.0748766653440203,0.0526401983969526
2017-01-25,Linke,0.0990528529481787,0.0135482937862074,0.112601146734386,0.0855045591619713
2017-01-25,AfD,0.126087612094278,0.015116913737005,0.141204525831283,0.110970698357273
2017-01-26,CDU/CSU,0.357535961217516,0.0218218652149726,0.379357826432488,0.335714096002543
2017-01-26,SPD,0.210294842247477,0.0185552618612414,0.228850104108718,0.191739580386235
2017-01-26,Grüne,0.0930084240642136,0.0132400754986887,0.106248499562902,0.0797683485655249
2017-01-26,FDP,0.0631697528411349,0.0110747158865136,0.0742444687276484,0.0520950369546213
2017-01-26,Linke,0.0990586505602797,0.0135564523563538,0.112615102916634,0.0855021982039259
2017-01-26,AfD,0.127262973853612,0.0152007812127474,0.142463755066359,0.112062192640865
2017-01-27,CDU/CSU,0.355350305330913,0.0221164532101007,0.377466758541013,0.333233852120812
2017-01-27,CDU/CSU,0.355350305330913,0.0221164532101007,0.377466758541013,0.333233852120812
2017-01-27,CDU/CSU,0.355350305330913,0.0221164532101007,0.377466758541013,0.333233852120812
2017-01-27,CDU/CSU,0.355350305330913,0.0221164532101007,0.377466758541013,0.333233852120812
2017-01-27,SPD,0.216472190130385,0.0190659886119822,0.235538178742367,0.197406201518402
2017-01-27,SPD,0.216472190130385,0.0190659886119822,0.235538178742367,0.197406201518402
2017-01-27,SPD,0.216472190130385,0.0190659886119822,0.235538178742367,0.197406201518402
2017-01-27,SPD,0.216472190130385,0.0190659886119822,0.235538178742367,0.197406201518402
2017-01-27,Grüne,0.0909824228420532,0.0132770135335864,0.10425943637564,0.0777054093084668
2017-01-27,Grüne,0.0909824228420532,0.0132770135335864,0.10425943637564,0.0777054093084668
2017-01-27,Grüne,0.0909824228420532,0.0132770135335864,0.10425943637564,0.0777054093084668
2017-01-27,Grüne,0.0909824228420532,0.0132770135335864,0.10425943637564,0.0777054093084668
2017-01-27,FDP,0.0645333388347912,0.0113707864334049,0.0759041252681961,0.0531625524013864
2017-01-27,FDP,0.0645333388347912,0.0113707864334049,0.0759041252681961,0.0531625524013864
2017-01-27,FDP,0.0645333388347912,0.0113707864334049,0.0759041252681961,0.0531625524013864
2017-01-27,FDP,0.0645333388347912,0.0113707864334049,0.0759041252681961,0.0531625524013864
2017-01-27,Linke,0.0996323650767453,0.0137759622049843,0.11340832728173,0.085856402871761
2017-01-27,Linke,0.0996323650767453,0.0137759622049843,0.11340832728173,0.085856402871761
2017-01-27,Linke,0.0996323650767453,0.0137759622049843,0.11340832728173,0.085856402871761
2017-01-27,Linke,0.0996323650767453,0.0137759622049843,0.11340832728173,0.085856402871761
2017-01-27,AfD,0.123372668757221,0.0152152764482588,0.138587945205479,0.108157392308962
2017-01-27,AfD,0.123372668757221,0.0152152764482588,0.138587945205479,0.108157392308962
2017-01-27,AfD,0.123372668757221,0.0152152764482588,0.138587945205479,0.108157392308962
2017-01-27,AfD,0.123372668757221,0.0152152764482588,0.138587945205479,0.108157392308962
2017-01-28,CDU/CSU,0.35678265098594,0.0230317145636219,0.379814365549562,0.333750936422319
2017-01-28,SPD,0.22046511627907,0.0199501688920329,0.240415285171103,0.200514947387037
2017-01-28,Grüne,0.0928176673445928,0.0139228278362366,0.106740495180829,0.0788948395083562
2017-01-28,FDP,0.0648576355115395,0.0118430948801839,0.0767007303917234,0.0530145406313556
2017-01-28,Linke,0.0971257405606154,0.0142119170572111,0.111337657617827,0.0829138235034044
2017-01-28,AfD,0.121848969847024,0.0157431824210806,0.137592152268105,0.106105787425944
2017-01-30,CDU/CSU,0.356892635314996,0.0230762759538598,0.379968911268855,0.333816359361136
2017-01-30,SPD,0.229338952972493,0.0202318873114463,0.24957084028394,0.209107065661047
2017-01-30,Grüne,0.0928447204968944,0.0139502422360248,0.106794962732919,0.0788944782608696
2017-01-30,FDP,0.0648225377107365,0.0118638633540373,0.0766864010647737,0.0529586743566992
2017-01-30,Linke,0.0970811889973381,0.0142369778172138,0.111318166814552,0.0828442111801242
2017-01-30,AfD,0.123570984915705,0.0158522901508429,0.139423275066548,0.107718694764862
2017-02-01,CDU/CSU,0.352450536775796,0.0230248088013486,0.375475345577145,0.329425727974448
2017-02-01,SPD,0.240445390826014,0.0205025472451424,0.260947938071156,0.219942843580871
2017-02-01,Grüne,0.0884020938692219,0.0137012243811552,0.102103318250377,0.0747008694880667
2017-02-01,FDP,0.0648221098394109,0.0118636358796912,0.0766857457191021,0.0529584739597196
2017-02-01,Linke,0.0970805607310798,0.0142367092538373,0.111317269984917,0.0828438514772425
2017-02-01,AfD,0.121349037352498,0.0157475964865584,0.137096633839056,0.105601440865939
2017-02-02,CDU/CSU,0.35106911814777,0.0226052213142663,0.373674339462036,0.328463896833504
2017-02-02,SPD,0.24643088185223,0.0203255617977528,0.266756443649983,0.226105320054477
2017-02-02,Grüne,0.0854044241810199,0.0131926621073962,0.0985970862884161,0.0722117620736238
2017-02-02,Grüne,0.0854044241810199,0.0131926621073962,0.0985970862884161,0.0722117620736238
2017-02-02,Grüne,0.0854044241810199,0.0131926621073962,0.0985970862884161,0.0722117620736238
2017-02-02,Grüne,0.0854044241810199,0.0131926621073962,0.0985970862884161,0.0722117620736238
2017-02-02,FDP,0.0629474839581222,0.0114711170212766,0.0744186009793988,0.0514763669368457
2017-02-02,FDP,0.0629474839581222,0.0114711170212766,0.0744186009793988,0.0514763669368457
2017-02-02,FDP,0.0629474839581222,0.0114711170212766,0.0744186009793988,0.0514763669368457
2017-02-02,FDP,0.0629474839581222,0.0114711170212766,0.0744186009793988,0.0514763669368457
2017-02-02,Linke,0.0956159236744343,0.0138568431273219,0.109472766801756,0.0817590805471125
2017-02-02,Linke,0.0956159236744343,0.0138568431273219,0.109472766801756,0.0817590805471125
2017-02-02,Linke,0.0956159236744343,0.0138568431273219,0.109472766801756,0.0817590805471125
2017-02-02,Linke,0.0956159236744343,0.0138568431273219,0.109472766801756,0.0817590805471125
2017-02-02,AfD,0.117104441067207,0.0151742097264438,0.132278650793651,0.101930231340763
2017-02-02,AfD,0.117104441067207,0.0151742097264438,0.132278650793651,0.101930231340763
2017-02-02,AfD,0.117104441067207,0.0151742097264438,0.132278650793651,0.101930231340763
2017-02-02,AfD,0.117104441067207,0.0151742097264438,0.132278650793651,0.101930231340763
2017-02-04,CDU/CSU,0.343990821860659,0.0222640267000417,0.366254848560701,0.321726795160617
2017-02-04,SPD,0.257284939507718,0.0203557446808511,0.277640684188569,0.236929194826867
2017-02-04,Grüne,0.0819940402284579,0.0128389851833457,0.0948330254118037,0.0691550550451122
2017-02-04,FDP,0.0628896614518666,0.0113451403029551,0.0742348017548216,0.0515445211489115
2017-02-04,Linke,0.0920052148000993,0.0134901365780978,0.105495351378197,0.0785150782220015
2017-02-04,AfD,0.116965069116795,0.0150072510553762,0.131972320172171,0.101957818061419
2017-02-06,CDU/CSU,0.339670128791026,0.0221399152471957,0.361810044038222,0.31753021354383
2017-02-06,SPD,0.265779808890735,0.020486929788118,0.286266738678853,0.245292879102617
2017-02-06,Grüne,0.0811724137931035,0.0128058429580391,0.0939782567511425,0.0683665708350644
2017-02-06,FDP,0.0620332363938513,0.011302291649356,0.0733355280432073,0.0507309447444952
2017-02-06,Linke,0.0911071873701703,0.0134676825924387,0.104574869962609,0.0776395047777316
2017-02-06,AfD,0.115218529289572,0.0149517690070627,0.130170298296635,0.100266760282509
2017-02-08,CDU/CSU,0.337589129892795,0.0221155389345965,0.359704668827391,0.315473590958198
2017-02-08,SPD,0.276177179423253,0.0206829319371728,0.296860111360426,0.25549424748608
2017-02-08,Grüne,0.0811726086595197,0.0128062046040057,0.0939788132635253,0.068366404055514
2017-02-08,FDP,0.0599542923626693,0.0111445990193634,0.0710988913820327,0.0488096933433059
2017-02-08,Linke,0.0890280894207596,0.0133474594864124,0.102375548907172,0.0756806299343472
2017-02-08,AfD,0.113140114684617,0.0148482523061581,0.127988366990775,0.0982918623784592
2017-02-09,CDU/CSU,0.335079760717846,0.0220629287138584,0.357142689431705,0.313016832003988
2017-02-09,SPD,0.283703057494184,0.0209589066134929,0.304661964107677,0.262744150880691
2017-02-09,Grüne,0.0803389830508475,0.0127338617480891,0.0930728447989365,0.0676051213027584
2017-02-09,FDP,0.0591184778996344,0.0110518602525756,0.07017033815221,0.0480666176470588
2017-02-09,Linke,0.0873541874376869,0.0131978564307079,0.100552043868395,0.0741563310069791
2017-02-09,AfD,0.111467680292456,0.0147264980059821,0.126194178298438,0.0967411822864739
2017-02-11,CDU/CSU,0.335195003823604,0.0223365664032628,0.357531570226867,0.312858437420342
2017-02-11,SPD,0.288571671339961,0.0213081196363327,0.309879790976294,0.267263551703628
2017-02-11,Grüne,0.0786761831931345,0.0127725371739315,0.091448720367066,0.065903646019203
2017-02-11,FDP,0.0590984790551449,0.0111877083864389,0.0702861874415838,0.0479107706687059
2017-02-11,Linke,0.0875210298241142,0.0133656631829382,0.100886693007052,0.074155366641176
2017-02-11,AfD,0.109830486872292,0.0148128940436741,0.124643380915966,0.0950175928286176
2017-02-13,CDU/CSU,0.335236920459379,0.0223498434708635,0.357586763930242,0.312887076988516
2017-02-13,SPD,0.288546150574224,0.0213216826882178,0.309867833262441,0.267224467886006
2017-02-13,Grüne,0.0786865163760102,0.0127797405359422,0.0914662569119524,0.0659067758400681
2017-02-13,FDP,0.0573721820501914,0.0110490225435985,0.0684212045937899,0.0463231595065929
2017-02-13,Linke,0.0875061675882603,0.0133747128881327,0.100880880476393,0.0741314547001276
2017-02-13,AfD,0.109818375159507,0.0148223811144194,0.124640756273926,0.0949959940450872
2017-02-15,CDU/CSU,0.335236515228858,0.0223522936872554,0.357588808916114,0.312884221541603
2017-02-15,SPD,0.288544325336056,0.0213240828654075,0.309868408201463,0.267220242470648
2017-02-15,Grüne,0.0765586183426919,0.0126458728943338,0.0892044912370257,0.063912745448358
2017-02-15,FDP,0.0573728092564233,0.0110492360047643,0.0684220452611877,0.046323573251659
2017-02-15,Linke,0.0875068061936362,0.0133749464012251,0.100881752594861,0.0741318597924111
2017-02-15,AfD,0.107691424196018,0.014707741194487,0.122399165390505,0.0929836830015314
2017-02-17,CDU/CSU,0.332976373908577,0.0223715921931176,0.355347966101695,0.31060478171546
2017-02-17,SPD,0.295166067454203,0.0215665382639959,0.316732605718199,0.273599529190207
2017-02-17,Grüne,0.0775911658962506,0.0127658012326656,0.0903569671289163,0.064825364663585
2017-02-17,FDP,0.057356617017634,0.0110768181818182,0.0684334351994522,0.0462797988358158
2017-02-17,Linke,0.084268532785482,0.0131420133538778,0.0974105461393597,0.0711265194316042
2017-02-17,AfD,0.106623437767506,0.0146694384523198,0.121292876219825,0.0919539993151858
2017-02-18,CDU/CSU,0.331372295491768,0.0224265063356607,0.353798801827429,0.308945789156107
2017-02-18,SPD,0.296617532971296,0.0216722635979657,0.318289796569261,0.27494526937333
2017-02-18,Grüne,0.0776441686061546,0.0128151719679338,0.0904593405740884,0.0648289966382208
2017-02-18,FDP,0.0573381605034049,0.0111165925351263,0.0684547530385312,0.0462215679682786
2017-02-18,Linke,0.0842983363503146,0.0131923032497199,0.0974906396000345,0.0711060331005948
2017-02-18,AfD,0.105044823722093,0.0146240341349884,0.119668857857081,0.0904207895871046
2017-02-21,CDU/CSU,0.333991209170042,0.0224733155218478,0.35646452469189,0.311517893648194
2017-02-21,SPD,0.294870292165819,0.0216387563561148,0.316509048521934,0.273231535809704
2017-02-21,Grüne,0.0767680772214083,0.0127483935189175,0.0895164707403258,0.0640196837024907
2017-02-21,FDP,0.0582116693958459,0.011191542704473,0.0694032121003189,0.0470201266913729
2017-02-21,Linke,0.0834262690683444,0.0131397940187882,0.0965660630871326,0.0702864750495562
2017-02-21,AfD,0.103297854003275,0.0145312246832716,0.117829078686547,0.0887666293200035
2017-02-22,CDU/CSU,0.330263989747971,0.0223181708671508,0.352582160615122,0.30794581888082
2017-02-22,CDU/CSU,0.330263989747971,0.0223181708671508,0.352582160615122,0.30794581888082
2017-02-22,CDU/CSU,0.330263989747971,0.0223181708671508,0.352582160615122,0.30794581888082
2017-02-22,CDU/CSU,0.330263989747971,0.0223181708671508,0.352582160615122,0.30794581888082
2017-02-22,SPD,0.304192225544639,0.0218017795813755,0.325994005126015,0.282390445963264
2017-02-22,SPD,0.304192225544639,0.0218017795813755,0.325994005126015,0.282390445963264
2017-02-22,SPD,0.304192225544639,0.0218017795813755,0.325994005126015,0.282390445963264
2017-02-22,SPD,0.304192225544639,0.0218017795813755,0.325994005126015,0.282390445963264
2017-02-22,Grüne,0.0755642887654848,0.012602333190944,0.0881666219564289,0.0629619555745408
2017-02-22,Grüne,0.0755642887654848,0.012602333190944,0.0881666219564289,0.0629619555745408
2017-02-22,Grüne,0.0755642887654848,0.012602333190944,0.0881666219564289,0.0629619555745408
2017-02-22,Grüne,0.0755642887654848,0.012602333190944,0.0881666219564289,0.0629619555745408
2017-02-22,FDP,0.0604502349423323,0.0113163314822725,0.0717665664246049,0.0491339034600598
2017-02-22,FDP,0.0604502349423323,0.0113163314822725,0.0717665664246049,0.0491339034600598
2017-02-22,FDP,0.0604502349423323,0.0113163314822725,0.0717665664246049,0.0491339034600598
2017-02-22,FDP,0.0604502349423323,0.0113163314822725,0.0717665664246049,0.0491339034600598
2017-02-22,Linke,0.0815497650576677,0.0129460572404955,0.0944958222981632,0.0686037078171721
2017-02-22,Linke,0.0815497650576677,0.0129460572404955,0.0944958222981632,0.0686037078171721
2017-02-22,Linke,0.0815497650576677,0.0129460572404955,0.0944958222981632,0.0686037078171721
2017-02-22,Linke,0.0815497650576677,0.0129460572404955,0.0944958222981632,0.0686037078171721
2017-02-22,AfD,0.0973079880392995,0.0140856223835968,0.111393610422896,0.0832223656557027
2017-02-22,AfD,0.0973079880392995,0.0140856223835968,0.111393610422896,0.0832223656557027
2017-02-22,AfD,0.0973079880392995,0.0140856223835968,0.111393610422896,0.0832223656557027
2017-02-22,AfD,0.0973079880392995,0.0140856223835968,0.111393610422896,0.0832223656557027
2017-02-23,CDU/CSU,0.327073626178197,0.0226322319046772,0.349705858082874,0.30444139427352
2017-02-23,SPD,0.308903610172506,0.0222854321536546,0.33118904232616,0.286618178018851
2017-02-23,Grüne,0.0753832473768451,0.0128116948248266,0.0881949422016717,0.0625715525520185
2017-02-23,FDP,0.0604686110617108,0.0115122754757247,0.0719808865374355,0.0489563355859861
2017-02-23,Linke,0.0806820202738752,0.013079141027921,0.0937611613017962,0.0676028792459541
2017-02-23,AfD,0.0954508269606971,0.014227227458652,0.109678054419349,0.0812235995020452
2017-02-25,CDU/CSU,0.327076772529134,0.0226379485810871,0.349714721110222,0.304438823948047
2017-02-25,SPD,0.307221777421938,0.0222624873231919,0.329484264745129,0.284959290098746
2017-02-25,Grüne,0.0753856418468108,0.0128139418201228,0.0881995836669336,0.062571700026688
2017-02-25,FDP,0.0621412685704119,0.0116480962547816,0.0737893648251935,0.0504931723156303
2017-02-25,Linke,0.0806823236366871,0.0130811822791567,0.0937635059158438,0.0676011413575305
2017-02-25,AfD,0.095453251490081,0.0142311538119384,0.109684405302019,0.0812220976781425
2017-02-28,CDU/CSU,0.325317877842176,0.022634642888988,0.347952520731164,0.302683234953188
2017-02-28,SPD,0.310812304948729,0.0223536424431565,0.333165947391886,0.288458662505573
2017-02-28,Grüne,0.0754097191261703,0.0128313045028979,0.0882410236290682,0.0625784146232724
2017-02-28,FDP,0.0648381631743201,0.0118754641105662,0.0767136272848863,0.0529626990637539
2017-02-28,Linke,0.0779687917967008,0.0129246803388319,0.0908934721355328,0.0650441114578689
2017-02-28,AfD,0.0954195274186358,0.0142486758805172,0.109668203299153,0.0811708515381186
2017-03-01,CDU/CSU,0.323086937137762,0.0226034097191262,0.345690346856888,0.300483527418636
2017-03-01,SPD,0.310812304948729,0.0223536424431565,0.333165947391886,0.288458662505573
2017-03-01,Grüne,0.077640659830584,0.012971853767276,0.09061251359786,0.0646688060633081
2017-03-01,FDP,0.0670691038787338,0.0120293990191708,0.0790985028979046,0.0550397048595631
2017-03-01,Linke,0.0757378510922871,0.0127841310744539,0.088521982166741,0.0629537200178333
2017-03-01,AfD,0.0976504681230495,0.0143780704413732,0.112028538564423,0.0832723976816763
2017-03-04,CDU/CSU,0.324530638852673,0.0231292456695847,0.347659884522257,0.301401393183088
2017-03-04,SPD,0.310404172099087,0.0228435583907618,0.333247730489849,0.287560613708326
2017-03-04,Grüne,0.077980070776681,0.0132736999441237,0.0912537707208046,0.0647063708325573
2017-03-04,FDP,0.065632333767927,0.0121691748929037,0.0778015086608307,0.0534631588750233
2017-03-04,Linke,0.0755485192773328,0.0130608893648724,0.0886094086422052,0.0624876299124604
2017-03-04,AfD,0.0992968895511268,0.0148025665859564,0.114099456137083,0.0844943229651704
2017-03-07,CDU/CSU,0.324497954629974,0.0231073577538118,0.347605312383786,0.301390596876162
2017-03-07,SPD,0.309480290070658,0.0228075446262551,0.332287834696913,0.286672745444403
2017-03-07,Grüne,0.0779583488285608,0.0132620239866121,0.0912203728151729,0.0646963248419487
2017-03-07,FDP,0.0665795834882856,0.0122257791000372,0.0788053625883228,0.0543538043882484
2017-03-07,Linke,0.0764959092599479,0.0131115498326515,0.0896074590925995,0.0633843594272964
2017-03-07,AfD,0.0993148010412793,0.0147894421718111,0.11410424321309,0.0845253588694682
2017-03-08,CDU/CSU,0.324496931374372,0.0231105542123861,0.347607485586758,0.301386377161986
2017-03-08,SPD,0.311804909801004,0.022847936581737,0.334652846382741,0.288956973219267
2017-03-08,Grüne,0.0779579691277664,0.013262513483355,0.0912204826111214,0.0646954556444114
2017-03-08,FDP,0.06425423098382,0.0120657876139111,0.0763200185977311,0.0521884433699089
2017-03-08,Linke,0.0764971173516831,0.0131121285103217,0.0896092458620048,0.0633849888413614
2017-03-08,AfD,0.0969918169983262,0.0146552743165334,0.11164709131486,0.0823365426817928
2017-03-09,CDU/CSU,0.325248461058078,0.0227171567490409,0.347965617807119,0.302531304309037
2017-03-09,SPD,0.310797573378535,0.0224150477295031,0.333212621108038,0.288382525649032
2017-03-09,Grüne,0.0780408600231956,0.0130279507538585,0.0910688107770541,0.0650129092693371
2017-03-09,FDP,0.0640815416183424,0.0118412142028727,0.0759227558212151,0.0522403274154697
2017-03-09,Linke,0.0775733785351057,0.0129742751360514,0.0905476536711571,0.0645991033990543
2017-03-09,AfD,0.0975198501204389,0.0144101891337318,0.111930039254171,0.0831096609867071
2017-03-10,CDU/CSU,0.325223413762288,0.0227335469168901,0.347956960679178,0.302489866845398
2017-03-10,SPD,0.312982126899017,0.0224811251117069,0.335463252010724,0.29050100178731
2017-03-10,Grüne,0.0758543342269884,0.0128463744414656,0.088700708668454,0.0630079597855228
2017-03-10,FDP,0.0630053619302949,0.0117304772117962,0.0747358391420912,0.0512748847184987
2017-03-10,Linke,0.0786693476318141,0.0130825862377122,0.0917519338695264,0.0655867613941019
2017-03-10,AfD,0.0964325290437891,0.0143357971403038,0.110768326184093,0.0820967319034852
2017-03-11,CDU/CSU,0.325419487531065,0.0222682552061016,0.347687742737167,0.303151232324964
2017-03-11,SPD,0.314883023395321,0.0220490393349901,0.336932062730311,0.292833984060331
2017-03-11,Grüne,0.0756140200531322,0.0125735144399691,0.0881875344931014,0.0630405056131631
2017-03-11,FDP,0.0628819950295655,0.0114850124260862,0.0743670074556517,0.0513969826034793
2017-03-11,Linke,0.0787239694918159,0.0128155677435941,0.0915395372354101,0.0659084017482218
2017-03-11,AfD,0.0933533293341332,0.0138369860313652,0.107190315365498,0.079516343302768
2017-03-13,CDU/CSU,0.326245512053342,0.0222540391519918,0.348499551205334,0.303991472901351
2017-03-13,SPD,0.314006667806463,0.0220042537185844,0.336010921525047,0.292002414087878
2017-03-13,Grüne,0.0755877073003932,0.0125549675158147,0.0881426748162079,0.0630327397845786
2017-03-13,FDP,0.062035390665071,0.0114078551889212,0.0734432458539921,0.0506275354761498
2017-03-13,Linke,0.0787395281244657,0.0127981629338348,0.0915376910583006,0.0659413651906309
2017-03-13,AfD,0.0942712429475124,0.0138663036416481,0.108137546589161,0.0804049393058643
2017-03-15,CDU/CSU,0.326246153846154,0.022251247008547,0.348497400854701,0.303994906837607
2017-03-15,SPD,0.314007692307692,0.0220014803418803,0.336009172649573,0.292006211965812
2017-03-15,Grüne,0.07345,0.0124199153846154,0.0858699153846154,0.0610300846153846
2017-03-15,FDP,0.0620350427350427,0.0114074965811966,0.0734425393162393,0.0506275461538462
2017-03-15,Linke,0.0787380341880342,0.0127976846153846,0.0915357188034188,0.0659403495726496
2017-03-15,AfD,0.096407264957265,0.0139897811965812,0.110397046153846,0.0824174837606838
2017-03-18,CDU/CSU,0.326230042918455,0.0223011905579399,0.348531233476395,0.303928852360515
2017-03-18,SPD,0.31236652360515,0.0220236188841202,0.33439014248927,0.29034290472103
2017-03-18,Grüne,0.075037339055794,0.0125636901287554,0.0876010291845494,0.0624736489270386
2017-03-18,FDP,0.0604712446351931,0.0112924643776824,0.0717637090128755,0.0491787802575107
2017-03-18,Linke,0.0787326180257511,0.0128251527896996,0.0915577708154506,0.0659074652360515
2017-03-18,AfD,0.0980502145922747,0.0141292978540773,0.112179512446352,0.0839209167381974
2017-03-20,CDU/CSU,0.326396115157822,0.0224251049254249,0.348821220083247,0.303971010232397
2017-03-20,SPD,0.314066944155394,0.0221748647242456,0.336241808879639,0.291892079431148
2017-03-20,Grüne,0.0751400450919181,0.0126367056885189,0.087776750780437,0.0625033394033992
2017-03-20,FDP,0.0595356399583767,0.0112866666666667,0.0708223066250434,0.04824897329171
2017-03-20,Linke,0.0786684876864377,0.0128932232049948,0.0915617108914325,0.0657752644814429
2017-03-20,AfD,0.0978767776621575,0.0142012894554284,0.112078067117586,0.0836754882067291
2017-03-22,CDU/CSU,0.328568703944517,0.0224522947550932,0.35102099869961,0.306116409189424
2017-03-22,SPD,0.311896835717382,0.022136933680104,0.334033769397486,0.289759902037278
2017-03-22,Grüne,0.0751387082791504,0.0126338482878197,0.0877725565669701,0.0625048599913307
2017-03-22,FDP,0.0595357607282185,0.0112839809276116,0.0708197416558301,0.0482517798006068
2017-03-22,Linke,0.0786662332032943,0.0128902990897269,0.0915565322930212,0.0657759341135674
2017-03-22,AfD,0.0978747290853923,0.0142005114867794,0.112075240572172,0.0836742175986129
2017-03-23,CDU/CSU,0.329851650836725,0.0228860642243329,0.352737715061058,0.306965586612393
2017-03-23,CDU/CSU,0.329851650836725,0.0228860642243329,0.352737715061058,0.306965586612393
2017-03-23,CDU/CSU,0.329851650836725,0.0228860642243329,0.352737715061058,0.306965586612393
2017-03-23,CDU/CSU,0.329851650836725,0.0228860642243329,0.352737715061058,0.306965586612393
2017-03-23,SPD,0.314729986431479,0.0226134527363184,0.337343439167797,0.292116533695161
2017-03-23,SPD,0.314729986431479,0.0226134527363184,0.337343439167797,0.292116533695161
2017-03-23,SPD,0.314729986431479,0.0226134527363184,0.337343439167797,0.292116533695161
2017-03-23,SPD,0.314729986431479,0.0226134527363184,0.337343439167797,0.292116533695161
2017-03-23,Grüne,0.0740149253731343,0.0127717159656264,0.0867866413387607,0.0612432094075079
2017-03-23,Grüne,0.0740149253731343,0.0127717159656264,0.0867866413387607,0.0612432094075079
2017-03-23,Grüne,0.0740149253731343,0.0127717159656264,0.0867866413387607,0.0612432094075079
2017-03-23,Grüne,0.0740149253731343,0.0127717159656264,0.0867866413387607,0.0612432094075079
2017-03-23,FDP,0.0595156037991859,0.0114881754862053,0.0710037792853912,0.0480274283129806
2017-03-23,FDP,0.0595156037991859,0.0114881754862053,0.0710037792853912,0.0480274283129806
2017-03-23,FDP,0.0595156037991859,0.0114881754862053,0.0710037792853912,0.0480274283129806
2017-03-23,FDP,0.0595156037991859,0.0114881754862053,0.0710037792853912,0.0480274283129806
2017-03-23,Linke,0.0776829488919041,0.0130325843509724,0.0907155332428765,0.0646503645409317
2017-03-23,Linke,0.0776829488919041,0.0130325843509724,0.0907155332428765,0.0646503645409317
2017-03-23,Linke,0.0776829488919041,0.0130325843509724,0.0907155332428765,0.0646503645409317
2017-03-23,Linke,0.0776829488919041,0.0130325843509724,0.0907155332428765,0.0646503645409317
2017-03-23,AfD,0.0955246494798734,0.0142903428312981,0.109814992311171,0.0812343066485753
2017-03-23,AfD,0.0955246494798734,0.0142903428312981,0.109814992311171,0.0812343066485753
2017-03-23,AfD,0.0955246494798734,0.0142903428312981,0.109814992311171,0.0812343066485753
2017-03-23,AfD,0.0955246494798734,0.0142903428312981,0.109814992311171,0.0812343066485753
2017-03-25,CDU/CSU,0.32985950484023,0.0222035020988606,0.35206300693909,0.307656002741369
2017-03-25,SPD,0.317107855735458,0.0219720037693823,0.33907985950484,0.295135851966076
2017-03-25,Grüne,0.0743317913132871,0.0124004865929924,0.0867322779062795,0.0619313047202947
2017-03-25,FDP,0.059011822153688,0.011124982438105,0.070136804591793,0.047886839715583
2017-03-25,Linke,0.0778056198063908,0.0126475439047374,0.0904531637111282,0.0651580759016534
2017-03-25,AfD,0.0952321596847426,0.0138558245523858,0.109087984237128,0.0813763351323567
2017-03-27,CDU/CSU,0.331416680822151,0.0221294547307627,0.353546135552913,0.309287226091388
2017-03-27,SPD,0.317132665194496,0.0218703906913538,0.33900305588585,0.295262274503143
2017-03-27,Grüne,0.0742517411245116,0.0123400161372516,0.0865917572617632,0.0619117249872601
2017-03-27,FDP,0.0581994224562596,0.011008079667063,0.0692075021233226,0.0471913427891965
2017-03-27,Linke,0.0778673348055037,0.0125921241719042,0.0904594589774079,0.0652752106335995
2017-03-27,AfD,0.094537965007644,0.0137518413453372,0.108289806352981,0.0807861236623068
2017-03-28,CDU/CSU,0.332635652248689,0.0222773187720354,0.354912971020724,0.310358333476653
2017-03-28,SPD,0.320287213001978,0.0220583747527732,0.342345587754751,0.298228838249205
2017-03-28,Grüne,0.0735794135351277,0.0123574890360306,0.0859369025711583,0.0612219244990971
2017-03-28,FDP,0.0574516295468226,0.0110093094849084,0.068460939031731,0.0464423200619142
2017-03-28,Linke,0.0778407429701608,0.0126631954596268,0.0905039384297876,0.065177547510534
2017-03-28,AfD,0.0928549316364262,0.0136848740218419,0.106539805658268,0.0791700576145842
2017-03-29,CDU/CSU,0.332635018919849,0.0222776393188855,0.354912658238734,0.310357379600963
2017-03-29,SPD,0.322441520467836,0.0220931690746474,0.344534689542484,0.300348351393189
2017-03-29,Grüne,0.0735797213622291,0.0123576926384589,0.085937414000688,0.0612220287237702
2017-03-29,FDP,0.0574514103887169,0.0110094564843481,0.068460866873065,0.0464419539043688
2017-03-29,Linke,0.0799948400412797,0.0128012444100447,0.0927960844513244,0.0671935956312349
2017-03-29,AfD,0.0885483316133471,0.0134223692810458,0.101970700894393,0.0751259623323013
2017-04-01,CDU/CSU,0.332642746248059,0.0223154554079696,0.354958201656029,0.31032729084009
2017-04-01,SPD,0.32241935483871,0.0221304441952734,0.344549799033983,0.300288910643436
2017-04-01,Grüne,0.0714770570984992,0.0122436579265137,0.083720715025013,0.0592333991719855
2017-04-01,FDP,0.0595570984992237,0.011191476625841,0.0707485751250647,0.0483656218733828
2017-04-01,Linke,0.0799948249094359,0.0128239598067966,0.0928187847162325,0.0671708651026393
2017-04-01,AfD,0.086460238054166,0.013322229601518,0.099782467655684,0.0731380084526479
2017-04-03,CDU/CSU,0.332643836798068,0.0223173854912447,0.354961222289313,0.310326451306823
